REGION,SUBREGION,COUNTRY,DS,ORGCD,Total Sum of Count
Asia,Southern Asia,India,New Delhi,UN WOMEN,10
Asia,Southern Asia,India,New Delhi,UNAIDS,8
Asia,Southern Asia,India,New Delhi,UNDP,29
Asia,Southern Asia,India,New Delhi,UNESCO,33
Asia,Southern Asia,India,New Delhi,UNFPA,44
Asia,Southern Asia,India,New Delhi,UNHCR,30
Asia,Southern Asia,India,New Delhi,UNICEF,162
Asia,Southern Asia,India,New Delhi,UNIDO,4
Asia,Southern Asia,India,New Delhi,UNOPS,1
Asia,Southern Asia,India,New Delhi,WFP,61
Asia,Southern Asia,India,New Delhi,WHO,374
Asia,Southern Asia,India,Patna,UNICEF,33
Asia,Southern Asia,India,Patna,WHO,1
Asia,Southern Asia,India,Pune,WHO,2
Asia,Southern Asia,India,Raipur,UNICEF,20
Asia,Southern Asia,India,Ranchi,UNICEF,18
Asia,Southern Asia,India,Srinagar,UN,6
Asia,Southern Asia,India,Srinagar,UNICEF,2
Asia,Southern Asia,India,Trivandrum,WHO,1
Asia,Southern Asia,India,Uttar Pradesh,WHO,1
Asia,Southern Asia,Iran,Dogharoon,UNHCR,3
Asia,Southern Asia,Iran,Esfahan,UNHCR,5
Asia,Southern Asia,Iran,Kerman,UNHCR,11
Asia,Southern Asia,Iran,Mashhad,UNHCR,15
Asia,Southern Asia,Iran,Shiraz,UNHCR,9
Asia,Southern Asia,Iran,Teheran,FAO,5
Asia,Southern Asia,Iran,Teheran,IOM,8
Asia,Southern Asia,Iran,Teheran,UN,30
Asia,Southern Asia,Iran,Teheran,UNAIDS,3
Asia,Southern Asia,Iran,Teheran,UNDP,28
Asia,Southern Asia,Iran,Teheran,UNESCO,9
Asia,Southern Asia,Iran,Teheran,UNFPA,16
Asia,Southern Asia,Iran,Teheran,UNHCR,65
Asia,Southern Asia,Iran,Teheran,UNICEF,38
Asia,Southern Asia,Iran,Teheran,UNIDO,3
Asia,Southern Asia,Iran,Teheran,WFP,15
Asia,Southern Asia,Iran,Teheran,WHO,37
Asia,Southern Asia,Maldives,Male,ICAO,1
Asia,Southern Asia,Maldives,Male,UN,9
Asia,Southern Asia,Maldives,Male,UNDP,18
Asia,Southern Asia,Maldives,Male,UNFPA,2
Asia,Southern Asia,Maldives,Male,UNICEF,16
Asia,Southern Asia,Maldives,Male,WHO,21
Asia,Southern Asia,Nepal,Bhairawa,UNICEF,13
Asia,Southern Asia,Nepal,Butwal,UNDP,1
Asia,Southern Asia,Nepal,Butwal,UNFPA,4
Asia,Southern Asia,Nepal,Damak,IOM,10
Asia,Southern Asia,Nepal,Dhangadi,UNDP,1
Asia,Southern Asia,Nepal,Dhangadi,UNFPA,1
Asia,Southern Asia,Nepal,Dhangadi,WFP,1
Asia,Southern Asia,Nepal,Dipayal,WFP,5
Asia,Southern Asia,Nepal,Janakpur,UNFPA,1
Asia,Southern Asia,Nepal,Janakpur,UNICEF,20
Asia,Southern Asia,Nepal,Kathmandu,FAO,7
Asia,Southern Asia,Nepal,Kathmandu,IFAD,2
Asia,Southern Asia,Nepal,Kathmandu,ILO,36
Asia,Southern Asia,Nepal,Kathmandu,IOM,53
Asia,Southern Asia,Nepal,Kathmandu,ITC,1
Asia,Southern Asia,Nepal,Kathmandu,UN,20
Asia,Southern Asia,Nepal,Kathmandu,UN WOMEN,9
Asia,Southern Asia,Nepal,Kathmandu,UNAIDS,3
Asia,Southern Asia,Nepal,Kathmandu,UNDP,51
Asia,Southern Asia,Nepal,Kathmandu,UNESCO,6
Asia,Southern Asia,Nepal,Kathmandu,UNFPA,36
Asia,Southern Asia,Nepal,Kathmandu,UNHCR,25
Asia,Southern Asia,Nepal,Kathmandu,UNICEF,165
Asia,Southern Asia,Nepal,Kathmandu,UNOPS,2
Asia,Southern Asia,Nepal,Kathmandu,WFP,32
Asia,Southern Asia,Nepal,Kathmandu,WHO,66
Asia,Southern Asia,Nepal,Nepalganj,IOM,1
Asia,Southern Asia,Nepal,Nepalganj,UNICEF,20
Asia,Southern Asia,Nepal,Other,WFP,1
Asia,Southern Asia,Nepal,Surkhet,UNDP,1
Asia,Southern Asia,Nepal,Surkhet,WFP,5
Asia,Southern Asia,Pakistan,Abbottabad,WHO,1
Asia,Southern Asia,Pakistan,Chaman,UNHCR,1
Asia,Southern Asia,Pakistan,Daggar,UNHCR,2
Asia,Southern Asia,Pakistan,Faisalabad,WHO,1
Asia,Southern Asia,Pakistan,Haripur,UNHCR,3
Asia,Southern Asia,Pakistan,Hyderabad,WFP,1
Asia,Southern Asia,Pakistan,Islamabad,FAO,16
Asia,Southern Asia,Pakistan,Islamabad,IFAD,2
Asia,Southern Asia,Pakistan,Islamabad,ILO,28
Asia,Southern Asia,Pakistan,Islamabad,IOM,94
Asia,Southern Asia,Pakistan,Islamabad,UN,106
Asia,Southern Asia,Pakistan,Islamabad,UN WOMEN,13
Asia,Southern Asia,Pakistan,Islamabad,UNAIDS,7
Asia,Southern Asia,Pakistan,Islamabad,UNDP,65
Asia,Southern Asia,Pakistan,Islamabad,UNESCO,11
Asia,Southern Asia,Pakistan,Islamabad,UNFPA,28
Asia,Southern Asia,Pakistan,Islamabad,UNHCR,83
Asia,Southern Asia,Pakistan,Islamabad,UNICEF,143
Asia,Southern Asia,Pakistan,Islamabad,UNIDO,3
Asia,Southern Asia,Pakistan,Islamabad,WFP,96
Asia,Southern Asia,Pakistan,Islamabad,WHO,57
Asia,Southern Asia,Pakistan,Karachi,ILO,4
Asia,Southern Asia,Pakistan,Karachi,IOM,11
Asia,Southern Asia,Pakistan,Karachi,UN,3
Asia,Southern Asia,Pakistan,Karachi,UNFPA,6
Asia,Southern Asia,Pakistan,Karachi,UNICEF,39
Asia,Southern Asia,Pakistan,Karachi,WFP,18
Asia,Southern Asia,Pakistan,Karachi,WHO,13
Asia,Southern Asia,Pakistan,Kohat,UNHCR,3
Asia,Southern Asia,Pakistan,Lahore,ILO,3
Asia,Southern Asia,Pakistan,Lahore,IOM,14
Asia,Southern Asia,Pakistan,Lahore,UN,2
Asia,Southern Asia,Pakistan,Lahore,UNFPA,1
Asia,Southern Asia,Pakistan,Lahore,UNICEF,37
Asia,Southern Asia,Pakistan,Lahore,WFP,2
Asia,Southern Asia,Pakistan,Lahore,WHO,14
Asia,Southern Asia,Pakistan,Loralai,UNHCR,2
Asia,Southern Asia,Pakistan,Mirpur,IOM,5
Asia,Southern Asia,Pakistan,Multan,FAO,1
Asia,Southern Asia,Pakistan,Multan,WHO,1
Asia,Southern Asia,Pakistan,Muzaffarabad,UN,1
Asia,Southern Asia,Pakistan,Muzaffarabad,WFP,5
Asia,Southern Asia,Pakistan,Muzaffarabad,WHO,2
Asia,Southern Asia,Pakistan,Peshawar,ILO,1
Asia,Southern Asia,Pakistan,Peshawar,IOM,1
Asia,Southern Asia,Pakistan,Peshawar,UN,4
Asia,Southern Asia,Pakistan,Peshawar,UN WOMEN,1
Asia,Southern Asia,Pakistan,Peshawar,UNDP,2
Asia,Southern Asia,Pakistan,Peshawar,UNFPA,1
Asia,Southern Asia,Pakistan,Peshawar,UNHCR,55
Asia,Southern Asia,Pakistan,Peshawar,UNICEF,43
Asia,Southern Asia,Pakistan,Peshawar,WFP,54
Asia,Southern Asia,Pakistan,Peshawar,WHO,17
Asia,Southern Asia,Pakistan,Quetta,FAO,1
Asia,Southern Asia,Pakistan,Quetta,UN,4
Asia,Southern Asia,Pakistan,Quetta,UN WOMEN,1
Asia,Southern Asia,Pakistan,Quetta,UNDP,1
Asia,Southern Asia,Pakistan,Quetta,UNHCR,46
Asia,Southern Asia,Pakistan,Quetta,UNICEF,37
Asia,Southern Asia,Pakistan,Quetta,WFP,10
Asia,Southern Asia,Pakistan,Quetta,WHO,12
Asia,Southern Asia,Sri Lanka,Badulla,UNICEF,1
Asia,Southern Asia,Sri Lanka,Batticoloa,IOM,3
Asia,Southern Asia,Sri Lanka,Batticoloa,UNICEF,5
Asia,Southern Asia,Sri Lanka,Colombo,FAO,7
Asia,Southern Asia,Sri Lanka,Colombo,ILO,27
Asia,Southern Asia,Sri Lanka,Colombo,IOM,46
Asia,Southern Asia,Sri Lanka,Colombo,UN,28
Asia,Southern Asia,Sri Lanka,Colombo,UN WOMEN,1
Asia,Southern Asia,Sri Lanka,Colombo,UNDP,31
Asia,Southern Asia,Sri Lanka,Colombo,UNFPA,12
Asia,Southern Asia,Sri Lanka,Colombo,UNHCR,16
Asia,Southern Asia,Sri Lanka,Colombo,UNICEF,44
Asia,Southern Asia,Sri Lanka,Colombo,UNOPS,1
Asia,Southern Asia,Sri Lanka,Colombo,WFP,30
Asia,Southern Asia,Sri Lanka,Colombo,WHO,29
Asia,Southern Asia,Sri Lanka,Jaffna,IOM,2
Asia,Southern Asia,Sri Lanka,Jaffna,UNHCR,4
Asia,Southern Asia,Sri Lanka,Kilinochchi,ILO,10
Asia,Southern Asia,Sri Lanka,Kilinochchi,IOM,3
Asia,Southern Asia,Sri Lanka,Kilinochchi,UN,1
Asia,Southern Asia,Sri Lanka,Kilinochchi,UNICEF,9
Asia,Southern Asia,Sri Lanka,Kilinochchi,WFP,2
Asia,Western Asia,Armenia,Yerevan,FAO,2
Asia,Western Asia,Armenia,Yerevan,ILO,3
Asia,Western Asia,Armenia,Yerevan,IOM,6
Asia,Western Asia,Armenia,Yerevan,UN,9
Asia,Western Asia,Armenia,Yerevan,UN WOMEN,1
Asia,Western Asia,Armenia,Yerevan,UNAIDS,1
Asia,Western Asia,Armenia,Yerevan,UNDP,27
Asia,Western Asia,Armenia,Yerevan,UNFPA,10
Asia,Western Asia,Armenia,Yerevan,UNHCR,20
Asia,Western Asia,Armenia,Yerevan,UNICEF,33
Asia,Western Asia,Armenia,Yerevan,UNIDO,1
Asia,Western Asia,Armenia,Yerevan,WFP,12
Asia,Western Asia,Armenia,Yerevan,WHO,13
Asia,Western Asia,Azerbaijan,Baku,FAO,4
Asia,Western Asia,Azerbaijan,Baku,IOM,13
Asia,Western Asia,Azerbaijan,Baku,UN,14
Asia,Western Asia,Azerbaijan,Baku,UNDP,16
Asia,Western Asia,Azerbaijan,Baku,UNFPA,6
Asia,Western Asia,Azerbaijan,Baku,UNHCR,19
Asia,Western Asia,Azerbaijan,Baku,UNICEF,21
Asia,Western Asia,Azerbaijan,Baku,WHO,16
Asia,Western Asia,Azerbaijan,Mingachevir,IOM,1
Asia,Western Asia,Bahrain,Manama,IOM,3
Asia,Western Asia,Bahrain,Manama,UN,13
Asia,Western Asia,Bahrain,Manama,UNDP,6
Asia,Western Asia,Bahrain,Manama,UNIDO,8
Asia,Western Asia,Bahrain,Manama,WHO,1
Asia,Western Asia,Bahrain,Manama,WMO,1
Asia,Western Asia,Cyprus,Nicosia,IOM,6
Asia,Western Asia,Cyprus,Nicosia,UN,180
Asia,Western Asia,Cyprus,Nicosia,UNDP,4
Asia,Western Asia,Cyprus,Nicosia,UNHCR,13
Asia,Western Asia,Georgia,Gali,UNHCR,6
Asia,Western Asia,Georgia,Sukhumi,UN,2
Asia,Western Asia,Georgia,Sukhumi,UNDP,1
Asia,Western Asia,Georgia,Sukhumi,UNHCR,2
Asia,Western Asia,Georgia,Sukhumi,UNICEF,9
Asia,Western Asia,Georgia,Tbilisi,FAO,8
Asia,Western Asia,Georgia,Tbilisi,ILO,5
Asia,Western Asia,Georgia,Tbilisi,IOM,23
Asia,Western Asia,Georgia,Tbilisi,UN,16
Asia,Western Asia,Georgia,Tbilisi,UN WOMEN,13
Asia,Western Asia,Georgia,Tbilisi,UNDP,31
Asia,Western Asia,Georgia,Tbilisi,UNFPA,9
Asia,Western Asia,Georgia,Tbilisi,UNHCR,20
Asia,Western Asia,Georgia,Tbilisi,UNICEF,34
Asia,Western Asia,Georgia,Tbilisi,WHO,17
Asia,Western Asia,Georgia,Zugdidi,UN,1
Asia,Western Asia,Iraq,Al-Qaim,UNHCR,1
Asia,Western Asia,Iraq,An Najaf,UN,2
Asia,Western Asia,Iraq,Arbil,FAO,1
Asia,Western Asia,Iraq,Arbil,UNHCR,119
Asia,Western Asia,Iraq,Arbil,WHO,26
Asia,Western Asia,Iraq,Babil,UN,1
Asia,Western Asia,Iraq,Baghdad,FAO,8
Asia,Western Asia,Iraq,Baghdad,ILO,10
Asia,Western Asia,Iraq,Baghdad,IOM,11
Asia,Western Asia,Iraq,Baghdad,UN,598
Asia,Western Asia,Iraq,Baghdad,UN WOMEN,5
Asia,Western Asia,Iraq,Baghdad,UNDP,58
Asia,Western Asia,Iraq,Baghdad,UNESCO,11
Asia,Western Asia,Iraq,Baghdad,UNFPA,14
Asia,Western Asia,Iraq,Baghdad,UNHCR,68
Asia,Western Asia,Iraq,Baghdad,UNICEF,79
Asia,Western Asia,Iraq,Baghdad,UNOPS,4
Asia,Western Asia,Iraq,Baghdad,WFP,46
Asia,Western Asia,Iraq,Baghdad,WHO,29
Asia,Western Asia,Iraq,Baqubah,UN,1
Asia,Western Asia,Iraq,Baqubah,UNHCR,2
Asia,Western Asia,Iraq,Baqubah,WFP,1
Asia,Western Asia,Iraq,Basrah,IOM,1
Asia,Western Asia,Iraq,Basrah,UN,21
Asia,Western Asia,Iraq,Basrah,UNDP,5
Asia,Western Asia,Iraq,Basrah,UNICEF,18
Asia,Western Asia,Iraq,Basrah,WFP,2
Asia,Western Asia,Iraq,Basrah,WHO,1
Asia,Western Asia,Iraq,Dahuk,WHO,1
Asia,Western Asia,Iraq,Dohuk,UN,34
Asia,Western Asia,Iraq,Dohuk,UNHCR,48
Asia,Western Asia,Iraq,Dohuk,UNICEF,25
Asia,Western Asia,Iraq,Dohuk,WFP,11
Asia,Western Asia,Iraq,Erbil,ILO,15
Asia,Western Asia,Iraq,Erbil,IOM,19
Asia,Western Asia,Iraq,Erbil,UN,171
Asia,Western Asia,Iraq,Erbil,UN WOMEN,2
Asia,Western Asia,Iraq,Erbil,UNDP,48
Asia,Western Asia,Iraq,Erbil,UNESCO,9
Asia,Western Asia,Iraq,Erbil,UNFPA,15
Asia,Western Asia,Iraq,Erbil,UNICEF,66
Asia,Western Asia,Iraq,Erbil,UNOPS,3
Asia,Western Asia,Iraq,Erbil,WFP,35
Asia,Western Asia,Iraq,Karbala,UN,1
Asia,Western Asia,Iraq,Karbala,UNDP,1
Asia,Western Asia,Iraq,Kirkuk,UN,37
Asia,Western Asia,Iraq,Kirkuk,UNHCR,18
Asia,Western Asia,Iraq,Maysan,UN,1
Asia,Western Asia,Iraq,Mosul,IOM,1
Asia,Western Asia,Iraq,Mosul,UN,17
Asia,Western Asia,Iraq,Mosul,UNDP,1
Asia,Western Asia,Iraq,Mosul,UNHCR,16
Asia,Western Asia,Iraq,Mosul,WFP,2
Asia,Western Asia,Iraq,Muthanna,UN,2
Asia,Western Asia,Iraq,Nasiriya,UN,1
Asia,Western Asia,Iraq,Qadisiyah,UN,2
Asia,Western Asia,Iraq,Ramadi,UNDP,1
Asia,Western Asia,Iraq,Ramadi,UNHCR,4
Asia,Western Asia,Iraq,Salah Ad Din,UN,3
Asia,Western Asia,Iraq,Samarra,UNHCR,3
Asia,Western Asia,Iraq,Sulaymaniyah,IOM,1
Asia,Western Asia,Iraq,Sulaymaniyah,UN,4
Asia,Western Asia,Iraq,Sulaymaniyah,UNHCR,23
Asia,Western Asia,Iraq,Sulaymaniyah,WFP,5
Asia,Western Asia,Iraq,Sulaymaniyah,WHO,1
Asia,Western Asia,Iraq,Tikrit,UN,1
Asia,Western Asia,Iraq,Tikrit,WFP,1
Asia,Western Asia,Iraq,Wasit,UN,2
Asia,Western Asia,Israel,Ashdod,WFP,1
Asia,Western Asia,Israel,Haifa,UNDP,2
Asia,Western Asia,Israel,Jerusalem,ILO,5
Asia,Western Asia,Israel,Jerusalem,UN,195
Asia,Western Asia,Israel,Jerusalem,UNFPA,1
Asia,Western Asia,Israel,Tel Aviv,UNHCR,15
Asia,Western Asia,Israel,Tel Aviv,WHO,1
Asia,Western Asia,Israel,Tiberias,UN,16
Asia,Western Asia,Jordan,Amman,FAO,4
Asia,Western Asia,Jordan,Amman,ILO,56
Asia,Western Asia,Jordan,Amman,IOM,283
Asia,Western Asia,Jordan,Amman,UN,134
Asia,Western Asia,Jordan,Amman,UN WOMEN,20
Asia,Western Asia,Jordan,Amman,UNDP,117
Asia,Western Asia,Jordan,Amman,UNESCO,16
Asia,Western Asia,Jordan,Amman,UNFPA,33
Asia,Western Asia,Jordan,Amman,UNHCR,325
Asia,Western Asia,Jordan,Amman,UNICEF,288
Asia,Western Asia,Jordan,Amman,UNIDO,1
Asia,Western Asia,Jordan,Amman,UNOPS,5
Asia,Western Asia,Jordan,Amman,UNRWA,85
Asia,Western Asia,Jordan,Amman,WFP,136
Asia,Western Asia,Jordan,Amman,WHO,94
Asia,Western Asia,Jordan,Azraq,UNHCR,33
Asia,Western Asia,Jordan,Irbid,ILO,2
Asia,Western Asia,Jordan,Irbid,UN,1
Asia,Western Asia,Jordan,Irbid,UNHCR,19
Asia,Western Asia,Jordan,Jerash,ILO,1
Asia,Western Asia,Jordan,Mafraq,UNHCR,46
Asia,Western Asia,Jordan,Zarqa,ILO,1
Asia,Western Asia,Kuwait,Kuwait,ICAO,5
Asia,Western Asia,Kuwait,Kuwait,ILO,2
Asia,Western Asia,Kuwait,Kuwait,IOM,3
Asia,Western Asia,Kuwait,Kuwait,UN,124
Asia,Western Asia,Kuwait,Kuwait,UNDP,13
Asia,Western Asia,Kuwait,Kuwait,UNHCR,11
Asia,Western Asia,Kuwait,Kuwait,UNICEF,2
Asia,Western Asia,Kuwait,Kuwait,WHO,1
Asia,Western Asia,Lebanon,Al Qoubaiyat,UNHCR,16
Asia,Western Asia,Lebanon,Aley,ILO,1
Asia,Western Asia,Lebanon,Beirut,FAO,7
Asia,Western Asia,Lebanon,Beirut,ILO,72
Asia,Western Asia,Lebanon,Beirut,IOM,8
Asia,Western Asia,Lebanon,Beirut,UN,548
Asia,Western Asia,Lebanon,Beirut,UN WOMEN,6
Asia,Western Asia,Lebanon,Beirut,UNDP,57
Asia,Western Asia,Lebanon,Beirut,UNESCO,22
Asia,Western Asia,Lebanon,Beirut,UNFPA,8
Asia,Western Asia,Lebanon,Beirut,UNHCR,217
Asia,Western Asia,Lebanon,Beirut,UNICEF,141
Asia,Western Asia,Lebanon,Beirut,UNIDO,2
Asia,Western Asia,Lebanon,Beirut,UNOPS,2
Asia,Western Asia,Lebanon,Beirut,UNRWA,12
Asia,Western Asia,Lebanon,Beirut,WFP,60
Asia,Western Asia,Lebanon,Beirut,WHO,18
Asia,Western Asia,Lebanon,Kobayat,UNICEF,2
Asia,Western Asia,Lebanon,Naqoura,UN,802
Asia,Western Asia,Lebanon,Other,WFP,1
Asia,Western Asia,Lebanon,Saida/Sidon,ILO,1
Asia,Western Asia,Lebanon,Tripoli,ILO,1
Asia,Western Asia,Lebanon,Tripoli,UN,2
Asia,Western Asia,Lebanon,Tripoli,UNHCR,48
Asia,Western Asia,Lebanon,Tripoli,UNICEF,11
Asia,Western Asia,Lebanon,Tripoli,WFP,1
Asia,Western Asia,Lebanon,Tyre,UNHCR,41
Asia,Western Asia,Lebanon,Tyre,UNICEF,2
Asia,Western Asia,Lebanon,Zahle,ILO,1
Asia,Western Asia,Lebanon,Zahle,UNHCR,64
Asia,Western Asia,Lebanon,Zahle,UNICEF,11
Asia,Western Asia,Oman,Muscat,FAO,1
Asia,Western Asia,Oman,Muscat,UNFPA,7
Asia,Western Asia,Oman,Muscat,UNICEF,7
Asia,Western Asia,Oman,Muscat,WHO,11
Asia,Western Asia,Oman,Salalah,UNICEF,1
Asia,Western Asia,Palestine,Ain Ziouani,UN,12
Asia,Western Asia,Palestine,East Jerusalem,ILO,2
Asia,Western Asia,Palestine,East Jerusalem,UN,39
Asia,Western Asia,Palestine,East Jerusalem,UN WOMEN,7
Asia,Western Asia,Palestine,East Jerusalem,UNDP,32
Asia,Western Asia,Palestine,East Jerusalem,UNFPA,2
Asia,Western Asia,Palestine,East Jerusalem,UNICEF,54
Asia,Western Asia,Palestine,East Jerusalem,UNOPS,6
Asia,Western Asia,Palestine,East Jerusalem,WFP,25
Asia,Western Asia,Palestine,Gaza,FAO,4
Asia,Western Asia,Palestine,Gaza,UN,37
Asia,Western Asia,Palestine,Gaza,UN WOMEN,1
Asia,Western Asia,Palestine,Gaza,UNDP,11
Asia,Western Asia,Palestine,Gaza,UNFPA,2
Asia,Western Asia,Palestine,Gaza,UNICEF,27
Asia,Western Asia,Palestine,Gaza,UNRWA,11
Asia,Western Asia,Palestine,Gaza,WFP,17
Asia,Western Asia,Palestine,Gaza,WHO,10
Asia,Western Asia,Palestine,Hebron,UN,2
Asia,Western Asia,Palestine,Hebron,WFP,3
Asia,Western Asia,Palestine,Jerusalem,UNRWA,36
Asia,Western Asia,Palestine,Jerusalem,WHO,23
Asia,Western Asia,Palestine,Nablus,UN,2
Asia,Western Asia,Palestine,Ramallah,ILO,4
Asia,Western Asia,Palestine,Ramallah,UN,21
Asia,Western Asia,Palestine,Ramallah,UN WOMEN,2
Asia,Western Asia,Palestine,Ramallah,UNESCO,9
Asia,Western Asia,Palestine,Ramallah,UNIDO,1
Asia,Western Asia,Palestine,West Bank,UN,17
Asia,Western Asia,Palestine,West Bank,UNDP,1
Asia,Western Asia,Palestine,West Bank,UNFPA,9
Asia,Western Asia,Palestine,West Bank,UNRWA,1
Asia,Western Asia,Qatar,Doha,ILO,10
Asia,Western Asia,Qatar,Doha,IOM,3
Asia,Western Asia,Qatar,Doha,UN,12
Asia,Western Asia,Qatar,Doha,UNDP,1
Asia,Western Asia,Qatar,Doha,UNESCO,9
Asia,Western Asia,Qatar,Doha,UNHCR,3
Asia,Western Asia,Qatar,Doha,UNICEF,2
Asia,Western Asia,Qatar,Doha,WHO,1
Asia,Western Asia,Saudi Arabia,Jeddah,ICAO,1
Asia,Western Asia,Saudi Arabia,Jeddah,UNOPS,2
Asia,Western Asia,Saudi Arabia,Riyadh,FAO,30
Asia,Western Asia,Saudi Arabia,Riyadh,ICAO,20
Asia,Western Asia,Saudi Arabia,Riyadh,IFAD,2
Asia,Western Asia,Saudi Arabia,Riyadh,IOM,1
Asia,Western Asia,Saudi Arabia,Riyadh,ITU,1
Asia,Western Asia,Saudi Arabia,Riyadh,UN,23
Asia,Western Asia,Saudi Arabia,Riyadh,UNDP,30
Asia,Western Asia,Saudi Arabia,Riyadh,UNHCR,17
Asia,Western Asia,Saudi Arabia,Riyadh,UNICEF,13
Asia,Western Asia,Saudi Arabia,Riyadh,UNWTO,3
Asia,Western Asia,Saudi Arabia,Riyadh,WHO,8
Asia,Western Asia,Syria,Al Hasakah,UN,3
Asia,Western Asia,Syria,Al Hasakah,UNHCR,46
Asia,Western Asia,Syria,Al Hasakah,WFP,3
Asia,Western Asia,Syria,Aleppo,UN,5
Asia,Western Asia,Syria,Aleppo,UNDP,6
Asia,Western Asia,Syria,Aleppo,UNFPA,6
Asia,Western Asia,Syria,Aleppo,UNHCR,43
Asia,Western Asia,Syria,Aleppo,UNICEF,17
Asia,Western Asia,Syria,Aleppo,WFP,18
Asia,Western Asia,Syria,Aleppo,WHO,8
Asia,Western Asia,Syria,Damascus,FAO,12
Asia,Western Asia,Syria,Damascus,ILO,1
Asia,Western Asia,Syria,Damascus,UN,153
Asia,Western Asia,Syria,Damascus,UNDP,72
Asia,Western Asia,Syria,Damascus,UNFPA,42
Asia,Western Asia,Syria,Damascus,UNHCR,199
Asia,Western Asia,Syria,Damascus,UNICEF,123
Asia,Western Asia,Syria,Damascus,UNOPS,5
Asia,Western Asia,Syria,Damascus,UNRWA,16
Asia,Western Asia,Syria,Damascus,WFP,148
Asia,Western Asia,Syria,Damascus,WHO,53
Asia,Western Asia,Syria,Daraa,UNHCR,19
Asia,Western Asia,Syria,Deir Ez Zor,UN,1
Asia,Western Asia,Syria,Deir Ez Zor,UNDP,4
Asia,Western Asia,Syria,Deir Ez Zor,UNFPA,1
Asia,Western Asia,Syria,Deir Ez Zor,UNICEF,6
Asia,Western Asia,Syria,Deir Ez Zor,WFP,3
Asia,Western Asia,Syria,Faouar,UN,95
Asia,Western Asia,Syria,Hama,UNDP,1
Asia,Western Asia,Syria,Homs,UN,10
Asia,Western Asia,Syria,Homs,UNDP,3
Asia,Western Asia,Syria,Homs,UNFPA,4
Asia,Western Asia,Syria,Homs,UNHCR,35
Asia,Western Asia,Syria,Homs,UNICEF,16
Asia,Western Asia,Syria,Homs,WFP,16
Asia,Western Asia,Syria,Homs,WHO,3
Asia,Western Asia,Syria,Latakia,UNDP,2
Asia,Western Asia,Syria,Latakia,WFP,5
Asia,Western Asia,Syria,Latakia,WHO,2
Asia,Western Asia,Syria,Qamishli,UN,4
Asia,Western Asia,Syria,Qamishli,UNDP,3
Asia,Western Asia,Syria,Qamishli,UNICEF,22
Asia,Western Asia,Syria,Qamishli,WFP,20
Asia,Western Asia,Syria,Qamishli,WHO,3
Asia,Western Asia,Syria,Sweida,UNDP,1
Asia,Western Asia,Syria,Tartus,UNDP,2
Asia,Western Asia,Syria,Tartus,UNHCR,23
Asia,Western Asia,Syria,Tartus,UNICEF,10
Asia,Western Asia,Syria,Tartus,WFP,26
Asia,Western Asia,Türkiye,Ankara,FAO,22
Asia,Western Asia,Türkiye,Ankara,ILO,53
Asia,Western Asia,Türkiye,Ankara,IOM,92
Asia,Western Asia,Türkiye,Ankara,UN,20
Asia,Western Asia,Türkiye,Ankara,UN WOMEN,20
Asia,Western Asia,Türkiye,Ankara,UNDP,31
Asia,Western Asia,Türkiye,Ankara,UNFPA,14
Asia,Western Asia,Türkiye,Ankara,UNHCR,200
Asia,Western Asia,Türkiye,Ankara,UNICEF,110
Asia,Western Asia,Türkiye,Ankara,UNIDO,2
Asia,Western Asia,Türkiye,Ankara,WFP,25
Asia,Western Asia,Türkiye,Ankara,WHO,34
Asia,Western Asia,Türkiye,Antalya,WFP,4
Asia,Western Asia,Türkiye,Edirne,IOM,9
Asia,Western Asia,Türkiye,Gaziantep,ILO,1
Asia,Western Asia,Türkiye,Gaziantep,IOM,40
Asia,Western Asia,Türkiye,Gaziantep,UN,47
Asia,Western Asia,Türkiye,Gaziantep,UNDP,2
Asia,Western Asia,Türkiye,Gaziantep,UNFPA,6
Asia,Western Asia,Türkiye,Gaziantep,UNHCR,49
Asia,Western Asia,Türkiye,Gaziantep,UNICEF,38
Asia,Western Asia,Türkiye,Gaziantep,WFP,9
Asia,Western Asia,Türkiye,Gaziantep,WHO,17
Asia,Western Asia,Türkiye,Gebze,UN,16
Asia,Western Asia,Türkiye,Hatay,IOM,1
Asia,Western Asia,Türkiye,Hatay,UNHCR,12
Asia,Western Asia,Türkiye,Istanbul,IFAD,13
Asia,Western Asia,Türkiye,Istanbul,IOM,76
Asia,Western Asia,Türkiye,Istanbul,UN,32
Asia,Western Asia,Türkiye,Istanbul,UN WOMEN,25
Asia,Western Asia,Türkiye,Istanbul,UNDP,145
Asia,Western Asia,Türkiye,Istanbul,UNFPA,32
Asia,Western Asia,Türkiye,Istanbul,UNHCR,20
Asia,Western Asia,Türkiye,Istanbul,UNICEF,12
Asia,Western Asia,Türkiye,Istanbul,WFP,1
Asia,Western Asia,Türkiye,Istanbul,WHO,2
Asia,Western Asia,Türkiye,Izmir,IOM,2
Asia,Western Asia,Türkiye,Izmir,UNHCR,8
Asia,Western Asia,Türkiye,Izmir,WFP,2
Asia,Western Asia,Türkiye,Sanliurfa,UNHCR,9
Asia,Western Asia,Türkiye,Sanliurfa,WFP,2
Asia,Western Asia,Türkiye,Van,UNHCR,1
Asia,Western Asia,United Arab Emirates,Abu Dhabi,FAO,8
Asia,Western Asia,United Arab Emirates,Abu Dhabi,UN,19
